MASTERCLIENT,LOCATIONCODE,ITEMNO,DESCRIPTION,DESCRIPTION2,OKQUANTITY,REJECTQUANTITY,HOLDQUANTITY,TOTALQUANTITY,PUTAWAYOUTSTANDINGQTY,GATEENTRYOUTSTANDING,UOM,ITEMCATEGORYCODE,BRANDCODE,VENDORCODE,VENDORNAME,GRNNUMBER,ASNNO,GRNREGISTEREDDATE,CLIENTGRNDATE,PETSTYLECODE,STYLENAME,COLORCODE,SIZECODE,SOURCENO,INVOICENO,INVOICEDATE,VEHICLEARRIVALDATETIME,STATUS,POTYPE,CREATEDBY,MODIFYBY,IMEI,BOXID,STOREID,LOTNO,SERIALNO,Matc,LOTEXPIRY,MRP,VENDORBATCHNO,MFGDATE,PONO,PURCHASEPRICE,VENDORORDERNO,DISPATCHTYPE,ITEMSERIALNO,TOTALWAREHOUSEQUANTITY,CONTAINERNO,PONO2,COUNTRY_OF_ORIGIN,CATEGORY,BILL_OF_LADING,BILL_OF_ENTRY,WEIGHT,VOLUME,LPNCODE,ITEMCBM,ASNCBM,TOTALITEMCBM,TOTALASNCBM,NO2,BINCODE,TRANSPORTERNAME,VEHICLENO,DOCKETNO,VENDORADDRESS,SOURCETYPE,DEVICEMAC,DATA_MONTH
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161231,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A36156,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161174,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A34FE6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161181,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A32916,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161180,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A362D6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161173,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A35736,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161160,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A35686,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161182,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A34AD6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161163,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A335E6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161217,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A35CE6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161236,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A32576,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161277,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A33F66,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161536,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9864,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A362C6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161151,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9864,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A353F6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161158,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30FE6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161153,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A357B6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161248,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30B86,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161216,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9868,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A34E66,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161133,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30806,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161136,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2FBB6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161135,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2FDA6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161132,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2FB76,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161128,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30DC6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161137,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A362B6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161129,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A361D6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161144,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A34A76,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161154,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9869,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A32EE6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161138,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A38D86,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161115,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A345A6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161126,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30816,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161878,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9870,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A35D06,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161882,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9870,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A30196,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161113,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A35646,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161124,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9866,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A31506,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161790,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9852,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F716,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161788,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9852,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2FFC6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161881,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9870,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A34AB6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3136,ASN/2025/339,2026-01-24T16:00:33,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX161792,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9852,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A315C6,1/1/2026
